Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Bracelet design (product.metafields.shopify.bracelet-design),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Ring design (product.metafields.shopify.ring-design),Ring size (product.metafields.shopify.ring-size),Stone shape (product.metafields.shopify.stone-shape),Target gender (product.metafields.shopify.target-gender),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
14k-gold-diamond-quatrefoil-stud-earrings-elegant-clover-design,,,,,,,,,yellow-gold,,,,,,,,,0.0,shopify,10,deny,manual,499.00,699.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/18_18.png?v=1752102871,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/18_21.png?v=1752102871,g,,,
14k-gold-diamond-quatrefoil-stud-earrings-elegant-clover-design,,,,,,,,,silver,,,,,,,,,0.0,shopify,10,deny,manual,499.00,699.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/18_13.png?v=1752102871,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/18_19.png?v=1752102871,g,,,
14k-gold-diamond-quatrefoil-stud-earrings-elegant-clover-design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/18_2.png?v=1752102871,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14k-gold-diamond-quatrefoil-stud-earrings-elegant-clover-design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/18_3.png?v=1752102871,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14k-gold-diamond-quatrefoil-stud-earrings-elegant-clover-design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/18_8.png?v=1752102871,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14k-gold-diamond-quatrefoil-stud-earrings-elegant-clover-design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/18_5.png?v=1752102871,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14k-gold-diamond-quatrefoil-stud-earrings-elegant-clover-design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/18_12.png?v=1752102871,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14k-gold-diamond-quatrefoil-stud-earrings-elegant-clover-design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/18_2.jpg?v=1752102871,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14k-gold-diamond-quatrefoil-stud-earrings-elegant-clover-design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/18_20.png?v=1752102871,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14k-gold-diamond-quatrefoil-stud-earrings-elegant-clover-design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/18_21.png?v=1752102871,11,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stylish-14k-gold-cushion-cut-diamond-stud-earrings-with-4-prong-setting,Stylish 14K Gold Cushion Cut Diamond Stud Earrings with 4 Prong Setting,"<p data-start=""347"" data-end=""640"">Add a touch of soft elegance with these <strong data-start=""387"" data-end=""433"">14K Gold Cushion Cut Diamond Stud Earrings</strong>, designed for those who appreciate classic beauty with a modern twist. Each stud features a luminous <strong data-start=""535"" data-end=""569"">0.50 carat cushion cut diamond</strong>, known for its romantic, pillow-like shape and exceptional brilliance.</p>
<p data-start=""642"" data-end=""924"">Set securely in a timeless <strong data-start=""669"" data-end=""688"">4-prong setting</strong>, these earrings offer both style and durability. Handcrafted from <strong data-start=""755"" data-end=""773"">solid 14K gold</strong>, the pair has a combined gold weight of <strong data-start=""814"" data-end=""828"">1.25 grams</strong>, making them lightweight and comfortable enough for all-day wear while still feeling luxurious.</p>
<p data-start=""926"" data-end=""1070"">Perfect for daily sophistication or a meaningful gift, these earrings make a lasting impression with their graceful sparkle and enduring design.</p>
<h3 data-start=""1077"" data-end=""1101""><strong data-start=""1081"" data-end=""1101"">Product Details:</strong></h3>
<p data-start=""1104"" data-end=""1130""><strong data-start=""1104"" data-end=""1120"">Diamond Cut:</strong> Cushion</p>
<p data-start=""1133"" data-end=""1194""><strong data-start=""1133"" data-end=""1152"">Diamond Weight:</strong> 0.50 carat per earring (1.00 CTW total)</p>
<p data-start=""1197"" data-end=""1225""><strong data-start=""1197"" data-end=""1215"">Setting Style:</strong> 4-Prong</p>
<p data-start=""1228"" data-end=""1298""><strong data-start=""1228"" data-end=""1243"">Metal Type:</strong> Solid 14K Gold (available in Yellow, White, or Rose)</p>
<p data-start=""1301"" data-end=""1336""><strong data-start=""1301"" data-end=""1323"">Total Gold Weight:</strong> 1.25 grams</p>
<p data-start=""1339"" data-end=""1390""><strong data-start=""1339"" data-end=""1353"">Back Type:</strong> Push-back or Screw-back (optional)</p>
<p data-start=""1393"" data-end=""1434""><strong data-start=""1393"" data-end=""1403"">Style:</strong> Modern Classic Stud Earrings</p>
<p data-start=""1393"" data-end=""1434""><strong data-start=""1437"" data-end=""1451"">Ideal For:</strong> Everyday Elegance, Gift Giving, Bridal Jewelry</p>",Surat Diamond,Apparel & Accessories > Jewelry > Earrings,"","",true,Metal,rose-gold,product.metafields.shopify.color-pattern,Carat,1,,,,,,0.0,shopify,10,deny,manual,699.00,1099.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/9_26.png?v=1752101774,1,"",false,,,,,adult,,,,,,,,,,,adults,,rose-gold; yellow-gold; silver,stud,gold; diamond,fine-jewelry,,,,unisex,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/9_39.png?v=1752101836,g,,,active
stylish-14k-gold-cushion-cut-diamond-stud-earrings-with-4-prong-setting,,,,,,,,,rose-gold,,,2,,,,,,0.0,shopify,10,deny,manual,999.00,1099.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/9_31.png?v=1752101774,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/9_39.png?v=1752101836,g,,,
stylish-14k-gold-cushion-cut-diamond-stud-earrings-with-4-prong-setting,,,,,,,,,yellow-gold,,,1,,,,,,0.0,shopify,10,deny,manual,699.00,1099.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/9_37.png?v=1752101774,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/9_40.png?v=1752101880,g,,,
stylish-14k-gold-cushion-cut-diamond-stud-earrings-with-4-prong-setting,,,,,,,,,yellow-gold,,,2,,,,,,0.0,shopify,10,deny,manual,999.00,1099.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/9_32.png?v=1752101776,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/9_40.png?v=1752101880,g,,,
stylish-14k-gold-cushion-cut-diamond-stud-earrings-with-4-prong-setting,,,,,,,,,silver,,,1,,,,,,0.0,shopify,10,deny,manual,699.00,1099.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/9_38.png?v=1752101775,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/9_38.png?v=1752101775,g,,,
stylish-14k-gold-cushion-cut-diamond-stud-earrings-with-4-prong-setting,,,,,,,,,silver,,,2,,,,,,0.0,shopify,10,deny,manual,999.00,1099.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/9_41.png?v=1752101775,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/9_38.png?v=1752101775,g,,,
stylish-14k-gold-cushion-cut-diamond-stud-earrings-with-4-prong-setting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/9_39.png?v=1752101836,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stylish-14k-gold-cushion-cut-diamond-stud-earrings-with-4-prong-setting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/9_40.png?v=1752101880,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stylish-14k-gold-cushion-cut-diamond-stud-earrings-with-4-prong-setting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/9_1.jpg?v=1752101928,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-14k-gold-round-cut-diamond-stud-earrings-with-6-prong-setting,Classic 14K Gold Round Cut Diamond Stud Earrings with 6 Prong Setting,"<p data-start=""348"" data-end=""690"">Timeless and elegant, these <strong data-start=""376"" data-end=""420"">14K Gold Round Cut Diamond Stud Earrings</strong> are a must-have for any fine jewelry collection. Featuring a sparkling <strong data-start=""492"" data-end=""524"">0.50 carat round cut diamond</strong> in each stud, these earrings are set in a secure and graceful <strong data-start=""587"" data-end=""606"">6-prong setting</strong>—a classic design that enhances the diamond's brilliance and offers extra stability.</p>
<p data-start=""692"" data-end=""945"">Crafted in <strong data-start=""703"" data-end=""721"">solid 14K gold</strong>, these studs are lightweight yet durable, with a total gold weight of <strong data-start=""792"" data-end=""806"">1.15 grams</strong>. The round cut is renowned for its exceptional fire and sparkle, making these earrings perfect for daily elegance or special celebrations.</p>
<p data-start=""947"" data-end=""1063"">Whether worn solo or paired with other pieces, these earrings offer understated luxury that never goes out of style.</p>
<h3 data-start=""1070"" data-end=""1094""><strong data-start=""1074"" data-end=""1094"">Product Details:</strong></h3>
<p data-start=""1097"" data-end=""1131""><strong data-start=""1097"" data-end=""1113"">Diamond Cut:</strong> Round Brilliant</p>
<p data-start=""1134"" data-end=""1195""><strong data-start=""1134"" data-end=""1153"">Diamond Weight:</strong> 0.50 carat per earring (1.00 CTW total)</p>
<p data-start=""1198"" data-end=""1226""><strong data-start=""1198"" data-end=""1216"">Setting Style:</strong> 6-Prong</p>
<p data-start=""1229"" data-end=""1286""><strong data-start=""1229"" data-end=""1244"">Metal Type:</strong> Solid 14K Gold (Yellow, White, or Rose)</p>
<p data-start=""1289"" data-end=""1324""><strong data-start=""1289"" data-end=""1311"">Total Gold Weight:</strong> 1.15 grams</p>
<p data-start=""1327"" data-end=""1382""><strong data-start=""1327"" data-end=""1341"">Back Type:</strong> Push-back or Screw-back (customizable)</p>
<p data-start=""1385"" data-end=""1419""><strong data-start=""1385"" data-end=""1395"">Style:</strong> Classic Diamond Studs</p>
<p data-start=""1422"" data-end=""1484""><strong data-start=""1422"" data-end=""1436"">Occasions:</strong> Weddings, Gifts, Everyday Wear, Anniversaries</p>",Surat Diamond,Apparel & Accessories > Jewelry > Earrings,"","",true,Metal,rose-gold,product.metafields.shopify.color-pattern,Carat,1,,,,,,0.0,shopify,10,deny,manual,699.00,1099.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8_3.png?v=1752072619,1,"",false,,,,,adult,,,,,,,,,,,adults,,rose-gold; yellow-gold; silver,stud,gold; diamond,fine-jewelry,,,,unisex,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8_4.png?v=1752072623,g,,,active
classic-14k-gold-round-cut-diamond-stud-earrings-with-6-prong-setting,,,,,,,,,rose-gold,,,2,,,,,,0.0,shopify,10,deny,manual,999.00,1099.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8_20.png?v=1752072623,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8_4.png?v=1752072623,g,,,
classic-14k-gold-round-cut-diamond-stud-earrings-with-6-prong-setting,,,,,,,,,yellow-gold,,,1,,,,,,0.0,shopify,10,deny,manual,699.00,1099.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8_8.png?v=1752072623,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8_5.png?v=1752072623,g,,,
classic-14k-gold-round-cut-diamond-stud-earrings-with-6-prong-setting,,,,,,,,,yellow-gold,,,2,,,,,,0.0,shopify,10,deny,manual,999.00,1099.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8_9.png?v=1752072623,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8_5.png?v=1752072623,g,,,
classic-14k-gold-round-cut-diamond-stud-earrings-with-6-prong-setting,,,,,,,,,silver,,,1,,,,,,0.0,shopify,10,deny,manual,699.00,1099.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8_14.png?v=1752072623,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8_3.png?v=1752072619,g,,,
classic-14k-gold-round-cut-diamond-stud-earrings-with-6-prong-setting,,,,,,,,,silver,,,2,,,,,,0.0,shopify,10,deny,manual,999.00,1099.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8_15.png?v=1752072623,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8_3.png?v=1752072619,g,,,
classic-14k-gold-round-cut-diamond-stud-earrings-with-6-prong-setting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8_21.png?v=1752072623,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-14k-gold-round-cut-diamond-stud-earrings-with-6-prong-setting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8_4.png?v=1752072623,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
classic-14k-gold-round-cut-diamond-stud-earrings-with-6-prong-setting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/8_5.png?v=1752072623,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elegant-14k-gold-emerald-cut-diamond-stud-earrings-with-4-prong-setting,Elegant 14K Gold Emerald Cut Diamond Stud Earrings with 4 Prong Setting,"<p data-start=""295"" data-end=""633"">Elevate your style with these exquisite <strong data-start=""335"" data-end=""381"">14K Gold Emerald Cut Diamond Stud Earrings</strong>, designed for those who appreciate timeless elegance and refined craftsmanship. Each earring showcases a brilliant <strong data-start=""497"" data-end=""531"">0.50 carat emerald cut diamond</strong> set in a secure <strong data-start=""548"" data-end=""567"">4-prong setting</strong>, offering a clean, elongated silhouette with exceptional sparkle.</p>
<p data-start=""635"" data-end=""906"">Expertly crafted in <strong data-start=""655"" data-end=""673"">solid 14K gold</strong>, these earrings are lightweight yet luxurious, with a total gold weight of <strong data-start=""749"" data-end=""763"">1.15 grams</strong>. The minimalist design lets the diamonds shine while providing a secure and comfortable fit—perfect for both daily wear and special occasions.</p>
<p data-start=""908"" data-end=""1034"">Whether you're gifting a loved one or treating yourself, these earrings are a classic addition to any fine jewelry collection.</p>
<h3 data-start=""1041"" data-end=""1065""><strong data-start=""1045"" data-end=""1065"">Product Details:</strong></h3>
<p data-start=""1068"" data-end=""1094""><strong data-start=""1068"" data-end=""1084"">Diamond Cut:</strong> Emerald</p>
<p data-start=""1097"" data-end=""1158""><strong data-start=""1097"" data-end=""1116"">Diamond Weight:</strong> 0.50 carat per earring (1.00 CTW total)</p>
<p data-start=""1161"" data-end=""1189""><strong data-start=""1161"" data-end=""1179"">Setting Style:</strong> 4-Prong</p>
<p data-start=""1192"" data-end=""1262""><strong data-start=""1192"" data-end=""1207"">Metal Type:</strong> Solid 14K Gold (available in Yellow, White, or Rose)</p>
<p data-start=""1265"" data-end=""1300""><strong data-start=""1265"" data-end=""1287"">Total Gold Weight:</strong> 1.15 grams</p>
<p data-start=""1303"" data-end=""1367""><strong data-start=""1303"" data-end=""1317"">Back Type:</strong> Secure push-back or screw-back (please specify)</p>
<p data-start=""1370"" data-end=""1404""><strong data-start=""1370"" data-end=""1380"">Style:</strong> Classic Diamond Studs</p>
<p data-start=""1407"" data-end=""1463""><strong data-start=""1407"" data-end=""1423"">Perfect For:</strong> Gifting, Formal Wear, Everyday Luxury</p>",Surat Diamond,Apparel & Accessories > Jewelry > Earrings,"","",true,Metal,silver,product.metafields.shopify.color-pattern,Carat,1,,,,,,0.0,shopify,10,deny,manual,699.00,1099.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/7_38.png?v=1752072030,1,"",false,,,,,adult,,,,,,,,,,,adults,,silver; yellow-gold; rose-gold,stud,gold; diamond,fine-jewelry,,,,unisex,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/7_38.png?v=1752072030,g,,,active
elegant-14k-gold-emerald-cut-diamond-stud-earrings-with-4-prong-setting,,,,,,,,,silver,,,2,,,,,,0.0,shopify,10,deny,manual,999.00,1099.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/7_42.png?v=1752072265,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/7_38.png?v=1752072030,g,,,
elegant-14k-gold-emerald-cut-diamond-stud-earrings-with-4-prong-setting,,,,,,,,,yellow-gold,,,1,,,,,,0.0,shopify,10,deny,manual,699.00,1099.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/7_36.png?v=1752072265,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/7_40.png?v=1752072265,g,,,
elegant-14k-gold-emerald-cut-diamond-stud-earrings-with-4-prong-setting,,,,,,,,,yellow-gold,,,2,,,,,,0.0,shopify,10,deny,manual,999.00,1099.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/7_25.png?v=1752072265,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/7_40.png?v=1752072265,g,,,
elegant-14k-gold-emerald-cut-diamond-stud-earrings-with-4-prong-setting,,,,,,,,,rose-gold,,,1,,,,,,0.0,shopify,10,deny,manual,699.00,1099.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/7_27.png?v=1752072265,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/7_39.png?v=1752072265,g,,,
elegant-14k-gold-emerald-cut-diamond-stud-earrings-with-4-prong-setting,,,,,,,,,rose-gold,,,2,,,,,,0.0,shopify,10,deny,manual,999.00,1099.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/7_23.png?v=1752072265,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/7_39.png?v=1752072265,g,,,
elegant-14k-gold-emerald-cut-diamond-stud-earrings-with-4-prong-setting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/7_30.png?v=1752072265,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elegant-14k-gold-emerald-cut-diamond-stud-earrings-with-4-prong-setting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/7_1.jpg?v=1752072265,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elegant-14k-gold-emerald-cut-diamond-stud-earrings-with-4-prong-setting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/7_40.png?v=1752072265,9,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elegant-14k-gold-emerald-cut-diamond-stud-earrings-with-4-prong-setting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/7_39.png?v=1752072265,10,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elegant-14k-gold-princess-cut-diamond-stud-earrings-with-4-prong-setting,Elegant 14K Gold Princess Cut Diamond Stud Earrings with 4 Prong Setting,"<p data-start=""199"" data-end=""488"">Add timeless elegance to your jewelry collection with these stunning <strong data-start=""268"" data-end=""315"">14K Gold Princess Cut Diamond Stud Earrings</strong>. Designed with a classic <strong data-start=""341"" data-end=""360"">4-prong setting</strong>, each earring features a dazzling <strong data-start=""395"" data-end=""430"">0.50 carat princess cut diamond</strong>, offering exceptional brilliance and clean, modern lines.</p>
<p data-start=""490"" data-end=""783"">Crafted in your choice of <strong data-start=""516"" data-end=""557"">solid 14K yellow, white, or rose gold</strong>, these earrings strike the perfect balance of sophistication and durability. The secure 4-prong setting not only enhances the diamond’s natural sparkle but also provides lasting comfort for everyday wear or special occasions.</p>
<p data-start=""785"" data-end=""983"">With a total diamond weight of <strong data-start=""816"" data-end=""845"">1.00 carat (0.50 ct each)</strong> and a total gold weight of <strong data-start=""873"" data-end=""887"">1.40 grams</strong>, these earrings are lightweight yet luxurious — the perfect blend of elegance and practicality.</p>
<h3 data-start=""990"" data-end=""1014""><strong data-start=""994"" data-end=""1014"">Product Details:</strong></h3>
<p data-start=""1017"" data-end=""1044""><strong data-start=""1017"" data-end=""1033"">Diamond Cut:</strong> Princess</p>
<p data-start=""1047"" data-end=""1102""><strong data-start=""1047"" data-end=""1066"">Diamond Weight:</strong> 0.50 carat per earring (1.00 CTW)</p>
<p data-start=""1105"" data-end=""1135""><strong data-start=""1105"" data-end=""1125"">Diamond Setting:</strong> 4-Prong</p>
<p data-start=""1138"" data-end=""1195""><strong data-start=""1138"" data-end=""1153"">Metal Type:</strong> 14K Solid Gold (Yellow, White, or Rose)</p>
<p data-start=""1198"" data-end=""1233""><strong data-start=""1198"" data-end=""1220"">Total Gold Weight:</strong> 1.40 grams</p>
<p data-start=""1236"" data-end=""1307""><strong data-start=""1236"" data-end=""1250"">Back Type:</strong> Secure push-back or screw-back (specify if applicable)</p>
<p data-start=""1310"" data-end=""1344""><strong data-start=""1310"" data-end=""1320"">Style:</strong> Classic Stud Earrings</p>
<p data-start=""1347"" data-end=""1410""><strong data-start=""1347"" data-end=""1361"">Occasions:</strong> Engagement, Anniversary, Everyday Luxury, Gift</p>",Surat Diamond,Apparel & Accessories > Jewelry > Earrings,"","",true,Metal,rose-gold,product.metafields.shopify.color-pattern,Carat,1,,,,,,0.0,shopify,10,deny,manual,699.00,1199.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/6_41.png?v=1752071796,1,"",false,,,,,adult,,,,,,,,,,,adults,,rose-gold; yellow-gold; silver,stud,gold; diamond,fine-jewelry,,,,unisex,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/6_40.png?v=1752071809,g,,,active
elegant-14k-gold-princess-cut-diamond-stud-earrings-with-4-prong-setting,,,,,,,,,rose-gold,,,2,,,,,,0.0,shopify,10,deny,manual,999.00,1199.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/6_42.png?v=1752071796,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/6_40.png?v=1752071809,g,,,
elegant-14k-gold-princess-cut-diamond-stud-earrings-with-4-prong-setting,,,,,,,,,yellow-gold,,,1,,,,,,0.0,shopify,10,deny,manual,699.00,1199.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/6_28.png?v=1752071796,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/6_39.png?v=1752071809,g,,,
elegant-14k-gold-princess-cut-diamond-stud-earrings-with-4-prong-setting,,,,,,,,,yellow-gold,,,2,,,,,,0.0,shopify,10,deny,manual,999.00,1199.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/6_38.png?v=1752071809,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/6_39.png?v=1752071809,g,,,
elegant-14k-gold-princess-cut-diamond-stud-earrings-with-4-prong-setting,,,,,,,,,silver,,,1,,,,,,0.0,shopify,10,deny,manual,699.00,1199.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/6_33.png?v=1752071809,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/6_41.png?v=1752071796,g,,,
elegant-14k-gold-princess-cut-diamond-stud-earrings-with-4-prong-setting,,,,,,,,,silver,,,2,,,,,,0.0,shopify,10,deny,manual,999.00,1199.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0921/1261/7815/files/6_24.png?v=1752071809,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/6_41.png?v=1752071796,g,,,
elegant-14k-gold-princess-cut-diamond-stud-earrings-with-4-prong-setting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0921/1261/7815/files/6_1.jpg?v=1752071809,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
